acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,w,linear_vel_x,linear_vel_y,angular_vel_z,orientation,latitude,longitude,altitude
0.02276,0.057706,0.924096,-0.377084,-0.103331,-0.027697,0.002131,0.519157,3.650264,10.291518,5.702,9.873,0.730678,0.682722,-30.061893591,-51.175827568,31.6894
0.023029,0.057404,0.924901,-0.37517,0.013848,-0.011718,0.006392,0.501193,-1.216156,11.193306,5.694,9.982,0.730678,0.682722,-30.061893634,-51.175826544,31.7016
0.023599,0.061768,0.925707,-0.372384,0.036219,-0.035154,-0.002131,0.156286,0.156286,9.820864,5.686,10.092,0.730678,0.682722,-30.061893647,-51.175825521,31.7183
0.020712,0.064419,0.926613,-0.3699,0.029827,0.014914,-0.013848,0.470654,-0.481433,9.36997,5.678,10.201,0.730678,0.682722,-30.061893719,-51.175824413,31.6927
0.020847,0.067004,0.927654,-0.366745,0.013848,0.002131,0.01811,-0.28383,0.127544,10.025653,5.67,10.311,0.730678,0.682722,-30.061893645,-51.175823419,31.6734
0.021149,0.064084,0.928695,-0.364663,-0.034088,0.025566,0.009587,-2.040699,-1.266455,9.790325,5.663,10.421,0.730678,0.682722,-30.061893699,-51.175822341,31.6915
0.023029,0.061197,0.929567,-0.363522,0.037284,0.009587,-0.017044,1.216156,-2.922727,10.447804,5.655,10.53,0.730678,0.682722,-30.061893723,-51.175821309,31.6681
0.024002,0.05972,0.929937,-0.362078,0.022371,-0.042611,-0.045806,-0.637718,0.75628,8.417884,5.647,10.64,0.730678,0.682722,-30.061893731,-51.175820215,31.6744
0.026721,0.057269,0.930675,-0.360333,0.01811,0.005326,-0.008522,0.991607,-2.698178,10.526845,5.639,10.75,0.730678,0.682722,-30.061893735,-51.175819156,31.6877
0.028165,0.056061,0.931917,-0.357211,0.03835,0.006392,-0.013848,-0.048503,1.38322,9.968168,5.631,10.859,0.730678,0.682722,-30.061893767,-51.17581814,31.6682
0.028299,0.056061,0.932857,-0.35476,0.089482,0.019175,0.025566,-1.068852,-1.138911,9.585537,5.623,10.969,0.730678,0.682722,-30.061893729,-51.175816958,31.6803
0.028433,0.057504,0.933394,-0.353082,-0.025566,0.02024,0.01811,1.737109,2.256266,10.614869,5.616,11.079,0.730678,0.682722,-30.061893682,-51.175815959,31.7
0.026117,0.058578,0.933965,-0.352108,-0.007457,-0.014914,0.022371,-3.432901,2.72692,10.625647,5.608,11.188,0.730678,0.682722,-30.061893725,-51.175814963,31.7076
0.028836,0.057202,0.934435,-0.350027,-0.029827,-0.025566,0.015979,-1.3437,-1.275437,9.732841,5.6,11.298,0.730678,0.682722,-30.061893746,-51.175814018,31.6886
0.028299,0.056094,0.935375,-0.348516,-0.031958,-0.015979,0.011718,-0.804783,-0.008982,10.957979,5.592,11.407,0.730678,0.682722,-30.061893748,-51.175812836,31.7268
0.028802,0.055624,0.936181,-0.346637,0.07883,-0.015979,0.031958,-0.538917,-3.335896,10.163975,5.584,11.517,0.730678,0.682722,-30.061893785,-51.175811775,31.6887
0.027594,0.057773,0.936449,-0.34563,0.051133,0.013848,0.003196,-0.226345,0.235327,11.75378,5.576,11.626,0.731722,0.681603,-30.061893816,-51.175810701,31.6823
0.028567,0.058276,0.932253,-0.355902,-0.04048,0.013848,0.252468,0.980829,1.570045,9.486736,5.567,11.724,0.751224,0.660047,-30.061893764,-51.1758096,31.6799
0.030045,0.057303,0.919665,-0.38739,-0.033023,-0.059655,0.415453,-1.913155,-0.059281,10.291518,5.552,11.81,0.77688,0.629649,-30.06189382,-51.175808523,31.6856
0.033066,0.056497,0.904894,-0.420556,0.024501,0.074569,0.410127,2.108962,-2.893984,10.73343,5.533,11.882,0.801763,0.597642,-30.061893773,-51.175807424,31.6737
0.037967,0.054684,0.888781,-0.453488,0.04048,-0.003196,0.381365,2.550874,-5.778987,10.909476,5.512,11.942,0.824897,0.565283,-30.061893823,-51.175806357,31.7082
0.039377,0.050085,0.87354,-0.482592,-0.042611,0.049002,0.409062,0.952087,-0.28383,9.457993,5.502,11.967,0.835977,0.548765,-30.061893792,-51.175805264,31.6918
0.043137,0.047131,0.856084,-0.512872,-0.095874,-0.007457,0.490022,-1.902377,1.765851,8.63345,5.473,12.024,0.867214,0.497935,-30.061893833,-51.175804267,31.7067
0.04891,0.043741,0.838763,-0.540533,0.067112,-0.059655,0.284426,0.617958,-5.268812,11.811264,5.458,12.048,0.886331,0.463053,-30.061893794,-51.175803183,31.6722
0.0521,0.043741,0.825939,-0.559634,-0.022371,0.054329,0.40267,2.599376,1.794594,10.291518,5.449,12.06,0.904045,0.427437,-30.061893871,-51.175802091,31.683
0.057404,0.039813,0.789013,-0.610357,0.084156,-0.043676,0.316384,-0.039521,-1.765851,9.418473,5.446,12.063,0.928211,0.372054,-30.06189389,-51.175800006,31.6728
0.058444,0.03753,0.771154,-0.632815,0.025566,-0.066046,0.497479,-3.4832,-1.726331,9.466975,5.446,12.063,0.942017,0.335566,-30.061893903,-51.175799092,31.6914
0.059686,0.037228,0.748864,-0.659469,-0.036219,-0.062851,0.404801,-2.432312,4.778397,9.574759,5.446,12.063,0.960564,0.278058,-30.061893862,-51.175798312,31.6934
0.061633,0.035953,0.728957,-0.681289,0.013848,0.061785,0.454868,2.394588,1.128133,8.829257,5.446,12.063,0.971046,0.238894,-30.061893706,-51.175797613,31.7086
0.065024,0.033737,0.705392,-0.705022,-0.046872,-0.028762,0.484696,-0.677239,1.579027,10.056191,5.446,12.063,0.975437,0.22028,-30.061893581,-51.175797094,31.6937
0.06875,0.032529,0.683572,-0.725903,0.059655,0.014914,0.338754,-1.393999,-1.649086,11.487914,5.446,12.063,0.983425,0.181313,-30.061893465,-51.175796509,31.7076
0.06969,0.032025,0.662054,-0.745541,-0.105461,0.008522,0.377104,0.382631,3.296376,10.869956,5.446,12.063,0.989967,0.141302,-30.061893318,-51.175796175,31.7091
0.070193,0.030984,0.639361,-0.765078,0.001065,0.085221,0.288687,1.334718,-3.599966,11.714259,5.446,12.063,0.994803,0.10182,-30.061893148,-51.175795899,31.708
0.070395,0.030414,0.618951,-0.781661,-0.025566,-0.045806,0.398409,-1.314957,1.411963,10.674149,5.446,12.063,0.998065,0.062176,-30.061893131,-51.175795792,31.7064
0.07355,0.029306,0.573632,-0.815298,0.061785,0.043676,0.409062,-2.295786,-1.932916,10.016671,5.446,12.063,0.999792,-0.020402,-30.061893222,-51.175795739,31.6997
0.07449,0.030145,0.568597,-0.819057,0.019175,-0.006392,0.009587,0.059281,0.127544,10.69391,5.442,12.063,0.998923,-0.046397,-30.061893235,-51.175795753,31.6878
0.073651,0.031891,0.575042,-0.814156,-0.009587,-0.008522,-0.0,-0.481433,0.608976,10.095712,5.425,12.061,0.998851,-0.047925,-30.061893151,-51.175795746,31.6966
0.074625,0.031958,0.581622,-0.809423,-0.002131,0.015979,-0.0,-0.519157,1.029331,10.036431,5.396,12.058,0.998814,-0.048689,-30.061893098,-51.175795802,31.6803
0.074524,0.033704,0.588268,-0.804522,0.0,-0.003196,0.008522,-0.01976,-0.402391,10.192717,5.356,12.054,0.998776,-0.049453,-30.06189305,-51.175795782,31.6873
0.07402,0.034476,0.594714,-0.799789,-0.005326,-0.008522,0.026632,-0.901788,0.677239,10.084933,5.304,12.048,0.998814,-0.048689,-30.061893028,-51.175795818,31.6857
0.074255,0.034979,0.60126,-0.79482,-0.066046,0.031958,-0.01811,-0.804783,0.637718,9.69332,5.24,12.041,0.998776,-0.049453,-30.06189308,-51.17579575,31.6867
0.073181,0.036624,0.60841,-0.789416,0.026632,-0.005326,-0.003196,0.039521,0.0,10.056191,5.164,12.033,0.998738,-0.050218,-30.06189304,-51.175795826,31.6803
0.07439,0.038538,0.614251,-0.784649,-0.02024,-0.005326,-0.015979,0.402391,0.441912,9.761583,5.077,12.024,0.998738,-0.050218,-30.061893071,-51.175795837,31.686
0.074121,0.036826,0.626739,-0.774813,0.063916,-0.015979,-0.0,-0.028742,-1.422741,9.869367,4.869,12.001,0.998738,-0.050218,-30.061893121,-51.175795879,31.6755
0.07251,0.038101,0.633386,-0.769912,0.054329,0.001065,0.04048,-0.30359,-0.118562,10.007689,4.759,11.989,0.998738,-0.050218,-30.061892963,-51.175795912,31.6654
0.071268,0.038907,0.639562,-0.764877,-0.002131,-0.001065,0.015979,-2.766441,-4.631093,11.380131,4.65,11.978,0.998738,-0.050218,-30.061892765,-51.175795882,31.6704
0.071771,0.039075,0.64396,-0.76068,-0.262055,-0.02024,0.005326,0.864064,4.963426,10.517863,4.541,11.966,0.998738,-0.050218,-30.061892457,-51.17579584,31.6655
0.070496,0.039847,0.649667,-0.755913,0.006392,-0.002131,-0.001065,0.059281,-0.529935,11.008278,4.432,11.954,0.998738,-0.050218,-30.061892064,-51.175795813,31.6891
0.069522,0.03978,0.655239,-0.751147,-0.023436,0.029827,0.024501,1.570045,0.362871,10.379541,4.323,11.942,0.998738,-0.050218,-30.061891539,-51.1757959,31.6576
0.070731,0.039511,0.65873,-0.747991,-0.11931,-0.011718,0.001065,0.206585,2.42333,12.479521,4.214,11.93,0.998738,-0.050218,-30.061890947,-51.175795913,31.6651
0.073517,0.037228,0.663766,-0.743392,-0.022371,0.009587,-0.008522,0.510175,2.629915,9.99691,4.105,11.918,0.998738,-0.050218,-30.061890301,-51.175795893,31.6786
0.074725,0.036255,0.668566,-0.738995,0.031958,0.0,0.02024,0.246105,-1.550285,9.781344,3.995,11.906,0.998738,-0.050218,-30.061889394,-51.17579595,31.6482
0.070798,0.03978,0.677193,-0.731307,0.13955,-0.054329,-0.003196,-0.558677,-1.501782,8.338842,3.777,11.882,0.998738,-0.050218,-30.061887658,-51.175795976,31.6472
0.067911,0.04176,0.68149,-0.72748,0.027697,-0.013848,0.002131,-0.952087,0.6467,9.987928,3.668,11.87,0.998738,-0.050218,-30.061886778,-51.175795918,31.6532
0.067407,0.041592,0.68572,-0.723553,-0.033023,-0.010653,-0.003196,-0.136526,-0.481433,10.555588,3.559,11.858,0.998738,-0.050218,-30.06188584,-51.175795898,31.6412
0.067541,0.039947,0.690655,-0.71939,-0.050067,0.028762,-0.04048,1.02035,-0.402391,9.968168,3.45,11.847,0.9987,-0.050982,-30.061884856,-51.175795916,31.6648
0.067676,0.03941,0.694012,-0.716167,-0.113983,0.07883,0.037284,2.471833,2.540095,11.01726,3.34,11.835,0.998738,-0.050218,-30.061883998,-51.175795967,31.6558
0.067306,0.040015,0.697234,-0.712576,0.0,0.024501,0.02024,-0.156286,-0.373649,10.340021,3.231,11.823,0.998738,-0.050218,-30.061883035,-51.175795876,31.6475
0.067978,0.040619,0.700222,-0.709454,-0.015979,0.0,0.037284,1.088612,-1.04011,10.036431,3.122,11.811,0.9987,-0.050982,-30.061882026,-51.175795951,31.6583
0.067004,0.040283,0.703411,-0.706466,0.019175,-0.005326,-0.019175,0.490414,1.913155,10.172957,3.013,11.799,0.9987,-0.050982,-30.06188113,-51.175795966,31.646
0.065594,0.041626,0.706734,-0.703176,0.079895,-0.057524,-0.033023,-1.196396,-0.666461,9.192128,2.904,11.787,0.9987,-0.050982,-30.061880144,-51.175795956,31.6494
0.062237,0.040753,0.713717,-0.696496,-0.06072,0.03835,0.017044,0.794004,0.549695,10.487325,2.685,11.763,0.998738,-0.050218,-30.061878372,-51.175795897,31.6677
0.063547,0.037195,0.717141,-0.693038,0.008522,-0.008522,-0.025566,0.549695,-2.667639,8.525667,2.576,11.751,0.998738,-0.050218,-30.061877437,-51.175795926,31.6624
0.063177,0.038437,0.719524,-0.690521,0.041545,0.08096,0.042611,2.276026,0.079041,10.203495,2.467,11.739,0.998738,-0.050218,-30.061876534,-51.175795912,31.6562
0.061029,0.038403,0.722143,-0.688506,0.026632,0.015979,0.007457,0.274848,-0.34311,10.595108,2.358,11.727,0.9987,-0.050982,-30.06187561,-51.175795886,31.6676
0.062338,0.038101,0.724493,-0.685418,-0.042611,-0.017044,0.051133,-0.186825,0.883824,10.036431,2.249,11.715,0.9987,-0.050982,-30.061874675,-51.175795903,31.6686
0.066635,0.03555,0.726104,-0.683437,0.046872,0.022371,0.010653,-0.657479,-1.011368,11.065762,2.139,11.703,0.998738,-0.050218,-30.061873813,-51.175795865,31.6572
0.069153,0.033838,0.72842,-0.680819,-0.031958,-0.015979,-0.011718,0.32335,0.912566,9.506496,2.03,11.691,0.9987,-0.050982,-30.061872897,-51.175795905,31.6654
0.067374,0.034879,0.730837,-0.678301,0.052198,0.009587,0.006392,-0.215567,-0.804783,10.663371,1.921,11.679,0.998738,-0.050218,-30.061871932,-51.175795993,31.6441
0.064889,0.037295,0.733825,-0.675213,-0.005326,-0.026632,-0.02024,-0.32335,-0.666461,9.99691,1.812,11.667,0.998738,-0.050218,-30.061871023,-51.175795872,31.6672
0.064453,0.034811,0.73745,-0.67142,0.010653,0.024501,-0.015979,0.264069,-0.186825,10.016671,1.593,11.643,0.998738,-0.050218,-30.061869189,-51.175795897,31.6536
0.063614,0.032663,0.739431,-0.669439,-0.002131,0.009587,-0.002131,0.226345,-0.32335,9.486736,1.484,11.631,0.998738,-0.050218,-30.061868234,-51.175795819,31.6527
0.06311,0.03461,0.741512,-0.667593,0.022371,-0.009587,0.005326,-0.215567,-0.246105,9.849606,1.375,11.619,0.9987,-0.050982,-30.061867316,-51.175795807,31.6722
0.06264,0.034375,0.742654,-0.665847,-0.015979,-0.006392,-0.009587,-1.834114,1.088612,9.968168,1.266,11.607,0.998738,-0.050218,-30.061866431,-51.175795873,31.6696
0.063211,0.034341,0.744265,-0.664001,-0.026632,-0.03835,-0.028762,-1.068852,1.196396,10.73343,1.157,11.595,0.9987,-0.050982,-30.061865459,-51.175795827,31.6761
0.065762,0.032965,0.746246,-0.662121,-0.005326,0.013848,0.015979,1.284419,-0.391613,9.801104,1.047,11.583,0.998738,-0.050218,-30.061864413,-51.175795833,31.6742
0.066064,0.031723,0.747152,-0.660577,-0.15979,0.015979,0.063916,1.462261,3.129311,10.379541,0.938,11.572,0.998738,-0.050218,-30.061863523,-51.175795879,31.66
0.063379,0.033469,0.748797,-0.658898,0.102265,0.033023,0.013848,-0.206585,-1.697589,10.192717,0.829,11.56,0.998738,-0.050218,-30.061862593,-51.175795871,31.6784
0.061499,0.03555,0.750072,-0.657522,0.022371,-0.005326,-0.003196,0.441912,0.411373,9.466975,0.72,11.548,0.9987,-0.050982,-30.061861658,-51.175795818,31.6642
0.062002,0.03461,0.752489,-0.654232,0.057524,-0.049002,-0.04048,0.686221,4.160439,8.358603,0.502,11.524,0.9987,-0.050982,-30.061859846,-51.175795787,31.6729
0.063345,0.033301,0.753799,-0.653124,0.034088,-0.009587,-0.014914,-0.844303,-1.393999,10.135232,0.392,11.512,0.9987,-0.050982,-30.061858879,-51.175795764,31.6533
0.0617,0.03367,0.755041,-0.651882,0.003196,-0.007457,-0.034088,-0.824543,2.462851,10.28074,0.283,11.5,0.998738,-0.050218,-30.061857981,-51.175795778,31.6583
0.062775,0.032931,0.756249,-0.650439,0.148072,0.025566,0.031958,0.422152,-1.049092,8.721473,0.174,11.488,0.998738,-0.050218,-30.061857104,-51.175795683,31.6753
0.060492,0.035718,0.757693,-0.648794,-0.154463,0.089482,0.076699,3.80655,4.415527,10.458583,0.065,11.476,0.9987,-0.050982,-30.061856156,-51.175795724,31.6776
0.06019,0.035315,0.758733,-0.64819,0.041545,0.009587,-0.002131,0.195807,-0.470654,9.398712,-0.044,11.464,0.9987,-0.050982,-30.061855167,-51.175795794,31.6551
0.059753,0.035013,0.759438,-0.646847,-0.015979,-0.009587,-0.002131,0.461672,-0.657479,10.251998,-0.153,11.452,0.9987,-0.050982,-30.061854228,-51.175795733,31.6576
0.05878,0.033166,0.761755,-0.644329,0.067112,-0.041545,-0.14168,-1.462261,-1.207174,8.565188,-0.262,11.44,0.998851,-0.047925,-30.061853376,-51.175795662,31.6747
0.057169,0.032931,0.776794,-0.626269,0.112918,0.027697,-0.312123,-2.72692,-1.677828,8.712492,-0.361,11.432,0.999792,-0.020402,-30.061852461,-51.175795756,31.6637
0.054282,0.036792,0.822045,-0.565609,0.055394,0.053263,-0.332363,2.276026,0.353889,10.869956,-0.522,11.437,0.998065,0.062176,-30.061850506,-51.175795724,31.6806
0.052704,0.037396,0.841448,-0.536471,-0.011718,-0.026632,-0.350472,-2.511353,0.441912,9.339432,-0.585,11.447,0.994725,0.102581,-30.061849647,-51.175795703,31.6653
0.051495,0.038168,0.859911,-0.506359,0.024501,-0.031958,-0.40054,-1.579027,-0.892806,8.91728,-0.635,11.459,0.989858,0.142059,-30.06184873,-51.175795682,31.6686
0.048474,0.03931,0.879616,-0.471582,0.025566,0.024501,-0.296144,-1.638308,-2.364049,9.97715,-0.672,11.471,0.983286,0.182065,-30.061847862,-51.17579572,31.6542
0.047165,0.040921,0.895025,-0.44241,0.027697,-0.019175,-0.417584,-0.362871,-1.36346,9.183146,-0.698,11.482,0.975437,0.22028,-30.061846872,-51.175795633,31.6776
0.045251,0.040149,0.909124,-0.412097,0.028762,0.046872,-0.323841,1.649086,2.432312,9.987928,-0.712,11.489,0.965905,0.258898,-30.061845999,-51.175795558,31.6782
0.043875,0.04025,0.921981,-0.382623,0.076699,-0.029827,-0.427171,0.725742,-2.177225,9.427455,-0.715,11.491,0.954844,0.297107,-30.06184505,-51.175795626,31.6671
0.04176,0.042465,0.934435,-0.351101,0.057524,-0.051133,-0.370712,0.373649,-3.032306,9.880145,-0.715,11.491,0.942017,0.335566,-30.061844081,-51.175795599,31.6582
0.039712,0.043808,0.945513,-0.320218,-0.003196,-0.033023,-0.337689,-1.932916,-0.628736,9.987928,-0.715,11.491,0.928211,0.372054,-30.061843345,-51.175795488,31.6717
0.037967,0.045251,0.955919,-0.287991,-0.008522,0.043676,-0.42291,-1.02035,-0.481433,10.674149,-0.715,11.491,0.912367,0.409373,-30.061842642,-51.175795432,31.6907
0.036087,0.04552,0.964983,-0.255764,-0.009587,0.006392,-0.423976,-0.549695,0.226345,10.104694,-0.715,11.491,0.895705,0.444648,-30.061842043,-51.17579534,31.6856
0.034274,0.046124,0.971462,-0.230185,0.005326,-0.023436,-0.495348,-0.501193,-0.028742,10.183735,-0.715,11.491,0.876946,0.480589,-30.06184159,-51.175795168,31.6881
0.031723,0.045755,0.978747,-0.197354,0.011718,0.0,-0.373908,0.75628,-1.04011,10.487325,-0.715,11.491,0.856745,0.51574,-30.061841256,-51.17579502,31.6912
0.03038,0.046359,0.984621,-0.165765,0.02024,0.051133,-0.315318,3.364638,0.206585,10.663371,-0.715,11.491,0.835557,0.549404,-30.061840979,-51.175794831,31.6814
0.028098,0.047165,0.989187,-0.134579,0.035154,-0.024501,-0.394148,-1.36346,0.481433,9.211888,-0.715,11.491,0.813046,0.582199,-30.061840852,-51.175794751,31.6879
0.025681,0.047064,0.993282,-0.101984,0.007457,-0.043676,-0.498544,2.795183,1.187414,10.183735,-0.715,11.491,0.789249,0.614073,-30.061840767,-51.175794724,31.6828
0.022324,0.046661,0.996505,-0.069018,0.102265,-0.031958,-0.419714,-2.432312,-1.794594,10.408284,-0.715,11.491,0.764203,0.644976,-30.061840748,-51.175794773,31.6858
0.021317,0.046796,0.998116,-0.039008,0.014914,0.066046,-0.280165,4.129901,0.844303,10.663371,-0.715,11.492,0.739495,0.673162,-30.061840719,-51.175794794,31.692
0.021585,0.047568,0.997847,-0.039612,-0.025566,-0.009587,-0.026632,-0.402391,0.274848,10.065173,-0.716,11.502,0.732243,0.681043,-30.061840736,-51.175794773,31.6909
0.021417,0.045319,0.99731,-0.05314,0.003196,0.006392,-0.007457,-0.215567,-0.127544,10.262776,-0.72,11.56,0.732243,0.681043,-30.061840815,-51.175794736,31.7002
0.02088,0.046091,0.996941,-0.059552,-0.085221,-0.022371,-0.055394,-0.578438,3.149072,9.770565,-0.724,11.606,0.731722,0.681603,-30.061840853,-51.175794695,31.6957
0.021182,0.045084,0.996572,-0.066031,-0.005326,-0.029827,-0.014914,-0.255087,0.079041,10.075952,-0.728,11.664,0.7312,0.682163,-30.061840846,-51.175794712,31.6809
0.021283,0.045319,0.996135,-0.072308,-0.092678,0.035154,-0.04048,0.450894,3.364638,9.770565,-0.733,11.734,0.7312,0.682163,-30.061840866,-51.175794686,31.6892
0.020377,0.042902,0.995833,-0.077814,-0.011718,0.011718,-0.03835,0.362871,0.28383,10.645407,-0.739,11.816,0.730678,0.682722,-30.061840889,-51.175794695,31.6808
0.020477,0.04364,0.995363,-0.08342,-0.009587,-0.043676,0.008522,-0.813765,0.961069,10.331039,-0.746,11.91,0.730678,0.682722,-30.061840955,-51.175794611,31.6791
0.019269,0.043036,0.995263,-0.087582,-0.006392,0.029827,0.014914,-0.226345,-0.481433,9.457993,-0.753,12.015,0.730678,0.682722,-30.061840983,-51.175794616,31.673
0.018799,0.040652,0.994625,-0.093289,0.043676,-0.031958,-0.009587,-1.3437,-2.001178,9.497514,-0.761,12.125,0.730678,0.682722,-30.061840986,-51.175794565,31.669
0.017456,0.037967,0.994323,-0.097855,0.057524,0.009587,0.010653,-0.833525,-4.767619,9.26039,-0.769,12.235,0.730678,0.682722,-30.061840995,-51.175794379,31.668
